time_s,ax_ms2,ay_ms2,az_ms2
53.33,-0.20458634,6.8925257,6.265606
53.35,-0.18125631,6.9188466,6.445068
53.37,-0.23808585,6.835098,6.6311097
53.39,-0.21714866,6.8781686,6.6717877
53.41,-0.18544376,6.8279195,6.5772715
53.43,-0.14536397,6.832705,6.4013987
53.45,-0.1698904,6.8345,6.309275
53.47,-0.23868406,6.8195443,6.242276
53.49,-0.23569304,6.8727846,6.3009005
53.51,-0.19860429,6.8261247,6.3517475
53.53,-0.1692922,6.897311,6.500701
53.55,-0.16570297,6.869794,6.580262
53.57,-0.071186475,6.869794,6.524031
53.59,-0.02632105,6.9020967,6.5276203
53.61,-0.15672988,6.9391856,6.535995
53.63,-0.2632105,7.0450683,6.4588265
53.65,-0.34277186,7.049854,6.4205413
53.67,-0.3361916,7.043872,6.576673
53.69,-0.30388847,7.010372,6.683752
53.71,-0.25782663,6.9852476,6.62094
53.73,-0.26979074,6.95115,6.5641108
53.75,-0.28115666,6.926025,6.5258255
53.77,-0.2434697,6.8913293,6.35773
53.79,-0.11784652,6.897311,6.1938214
53.81,-0.018544376,6.851249,6.2231336
53.83,0.034097724,6.8464637,6.3888364
53.85,0.060418773,6.8853474,6.465407
53.87,0.06281159,6.95773,6.5054865
53.89,-0.039481573,6.979265,6.6017976
53.91,-0.15433706,7.023533,6.6388865
53.93,-0.16450655,7.039086,6.579066
53.95,-0.071186475,7.0408807,6.517451
53.97,-0.04366901,7.039086,6.5318074
53.99,-0.061615184,7.0043902,6.554539
54.01,-0.07716853,7.010372,6.5407805
54.03,-0.111266255,6.9876404,6.47438
54.05,-0.15194423,6.9708905,6.40439
54.07,-0.18664017,6.982855,6.4480586
54.09,-0.19202402,6.9816585,6.52104
54.111,-0.16630118,6.9708905,6.5144596
54.131,-0.11485548,6.9726853,6.5144596
54.151,-0.13220344,6.9738817,6.5635123
54.171,-0.12981063,7.003194,6.478567
54.19,-0.13220344,7.0301127,6.4492555
54.21,-0.13040884,7.0462646,6.546763
54.23,-0.12861422,7.023533,6.6000032
54.25,-0.08973085,7.0354967,6.5605216
54.27,-0.10049855,7.0378895,6.6203423
54.29,-0.09212367,7.0319076,6.6448684
54.31,-0.07238288,7.0139613,6.582655
54.33,-0.04007978,7.0223365,6.4677997
54.35,-0.009571291,7.0145597,6.4402823
54.37,-0.066400826,6.9702926,6.4887366
54.39,-0.16271193,7.0205417,6.5282183
54.41,-0.20937198,7.1066833,6.5108705
54.43,-0.18005991,7.138388,6.6011996
54.45,-0.124426775,7.0899334,6.788438
54.47,-0.101694964,7.038488,6.843473
54.49,-0.09032906,7.071389,6.6628146
54.51,-0.032901313,7.110871,6.419345
54.53,-0.078963146,7.1048884,6.5258255
54.55,-0.2105684,7.1449685,6.736394
54.57,-0.15493527,7.0815587,6.5886374
54.59,-0.09930214,7.1246295,6.52104
